"Notes"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	"Gender"	"Gender Code"	"Year"	"Year Code"	"ICD Chapter"	"ICD Chapter Code"	"Race"	"Race Code"	Deaths	Population	Crude Rate
	"< 1 year"	"1"	"Female"	"F"	"2010"	"2010"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"White"	"2106-3"	644	435361	147.9
	"< 1 year"	"1"	"Female"	"F"	"2010"	"2010"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	"Black or African American"	"2054-5"	11	32931	Unreliable
	"< 1 year"	"1"	"Female"	"F"	"2010"	"2010"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	"White"	"2106-3"	167	435361	38.4
	"< 1 year"	"1"	"Female"	"F"	"2010"	"2010"	"External causes of morbidity and mortality"	"V01-Y89"	"White"	"2106-3"	90	435361	20.7
	"< 1 year"	"1"	"Female"	"F"	"2011"	"2011"	"Certain infectious and parasitic diseases"	"A00-B99"	"White"	"2106-3"	47	447893	10.5
	"< 1 year"	"1"	"Female"	"F"	"2011"	"2011"	"Neoplasms"	"C00-D48"	"White"	"2106-3"	14	447893	Unreliable
	"< 1 year"	"1"	"Female"	"F"	"2011"	"2011"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"White"	"2106-3"	11	447893	Unreliable
	"< 1 year"	"1"	"Female"	"F"	"2011"	"2011"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"White"	"2106-3"	18	447893	Unreliable
	"< 1 year"	"1"	"Female"	"F"	"2011"	"2011"	"Diseases of the nervous system"	"G00-G98"	"White"	"2106-3"	19	447893	Unreliable
	"< 1 year"	"1"	"Female"	"F"	"2011"	"2011"	"Diseases of the circulatory system"	"I00-I99"	"White"	"2106-3"	45	447893	10.0
	"< 1 year"	"1"	"Female"	"F"	"2011"	"2011"	"Diseases of the respiratory system"	"J00-J98"	"White"	"2106-3"	26	447893	5.8
	"< 1 year"	"1"	"Female"	"F"	"2011"	"2011"	"Diseases of the digestive system"	"K00-K92"	"White"	"2106-3"	12	447893	Unreliable
	"< 1 year"	"1"	"Female"	"F"	"2011"	"2011"	"Certain conditions originating in the perinatal period"	"P00-P96"	"American Indian or Alaska Native"	"1002-5"	10	18740	Unreliable
	"< 1 year"	"1"	"Female"	"F"	"2011"	"2011"	"Certain conditions originating in the perinatal period"	"P00-P96"	"Asian or Pacific Islander"	"A-PI"	16	11352	Unreliable
	"< 1 year"	"1"	"Female"	"F"	"2011"	"2011"	"Certain conditions originating in the perinatal period"	"P00-P96"	"Black or African American"	"2054-5"	56	34586	161.9
	"< 1 year"	"1"	"Female"	"F"	"2011"	"2011"	"Certain conditions originating in the perinatal period"	"P00-P96"	"White"	"2106-3"	1000	447893	223.3
	"< 1 year"	"1"	"Female"	"F"	"2011"	"2011"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"Black or African American"	"2054-5"	10	34586	Unreliable
	"< 1 year"	"1"	"Female"	"F"	"2011"	"2011"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"White"	"2106-3"	597	447893	133.3
	"< 1 year"	"1"	"Female"	"F"	"2011"	"2011"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	"White"	"2106-3"	170	447893	38.0
	"< 1 year"	"1"	"Female"	"F"	"2011"	"2011"	"External causes of morbidity and mortality"	"V01-Y89"	"White"	"2106-3"	87	447893	19.4
	"< 1 year"	"1"	"Female"	"F"	"2012"	"2012"	"Certain infectious and parasitic diseases"	"A00-B99"	"White"	"2106-3"	47	439549	10.7
	"< 1 year"	"1"	"Female"	"F"	"2012"	"2012"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"White"	"2106-3"	11	439549	Unreliable
	"< 1 year"	"1"	"Female"	"F"	"2012"	"2012"	"Diseases of the nervous system"	"G00-G98"	"White"	"2106-3"	19	439549	Unreliable
	"< 1 year"	"1"	"Female"	"F"	"2012"	"2012"	"Diseases of the circulatory system"	"I00-I99"	"White"	"2106-3"	46	439549	10.5
	"< 1 year"	"1"	"Female"	"F"	"2012"	"2012"	"Diseases of the respiratory system"	"J00-J98"	"White"	"2106-3"	25	439549	5.7
	"< 1 year"	"1"	"Female"	"F"	"2012"	"2012"	"Diseases of the digestive system"	"K00-K92"	"White"	"2106-3"	22	439549	5.0
	"< 1 year"	"1"	"Female"	"F"	"2012"	"2012"	"Certain conditions originating in the perinatal period"	"P00-P96"	"Black or African American"	"2054-5"	39	33392	116.8
	"< 1 year"	"1"	"Female"	"F"	"2012"	"2012"	"Certain conditions originating in the perinatal period"	"P00-P96"	"White"	"2106-3"	992	439549	225.7
	"< 1 year"	"1"	"Female"	"F"	"2012"	"2012"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"Black or African American"	"2054-5"	16	33392	Unreliable
	"< 1 year"	"1"	"Female"	"F"	"2012"	"2012"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"White"	"2106-3"	581	439549	132.2
	"< 1 year"	"1"	"Female"	"F"	"2012"	"2012"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	"Black or African American"	"2054-5"	15	33392	Unreliable
	"< 1 year"	"1"	"Female"	"F"	"2012"	"2012"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	"White"	"2106-3"	156	439549	35.5
	"< 1 year"	"1"	"Female"	"F"	"2012"	"2012"	"External causes of morbidity and mortality"	"V01-Y89"	"Black or African American"	"2054-5"	12	33392	Unreliable
	"< 1 year"	"1"	"Female"	"F"	"2012"	"2012"	"External causes of morbidity and mortality"	"V01-Y89"	"White"	"2106-3"	96	439549	21.8
	"< 1 year"	"1"	"Female"	"F"	"2013"	"2013"	"Certain infectious and parasitic diseases"	"A00-B99"	"White"	"2106-3"	40	432602	9.2
	"< 1 year"	"1"	"Female"	"F"	"2013"	"2013"	"Neoplasms"	"C00-D48"	"White"	"2106-3"	10	432602	Unreliable
	"< 1 year"	"1"	"Female"	"F"	"2013"	"2013"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"White"	"2106-3"	11	432602	Unreliable
	"< 1 year"	"1"	"Female"	"F"	"2013"	"2013"	"Diseases of the nervous system"	"G00-G98"	"White"	"2106-3"	25	432602	5.8
	"< 1 year"	"1"	"Female"	"F"	"2013"	"2013"	"Diseases of the circulatory system"	"I00-I99"	"White"	"2106-3"	36	432602	8.3
	"< 1 year"	"1"	"Female"	"F"	"2013"	"2013"	"Diseases of the respiratory system"	"J00-J98"	"White"	"2106-3"	38	432602	8.8
	"< 1 year"	"1"	"Female"	"F"	"2013"	"2013"	"Diseases of the digestive system"	"K00-K92"	"White"	"2106-3"	16	432602	Unreliable
	"< 1 year"	"1"	"Female"	"F"	"2013"	"2013"	"Diseases of the genitourinary system"	"N00-N98"	"White"	"2106-3"	10	432602	Unreliable
	"< 1 year"	"1"	"Female"	"F"	"2013"	"2013"	"Certain conditions originating in the perinatal period"	"P00-P96"	"Asian or Pacific Islander"	"A-PI"	13	11148	Unreliable
	"< 1 year"	"1"	"Female"	"F"	"2013"	"2013"	"Certain conditions originating in the perinatal period"	"P00-P96"	"Black or African American"	"2054-5"	59	34143	172.8
	"< 1 year"	"1"	"Female"	"F"	"2013"	"2013"	"Certain conditions originating in the perinatal period"	"P00-P96"	"White"	"2106-3"	1020	432602	235.8
	"< 1 year"	"1"	"Female"	"F"	"2013"	"2013"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"Black or African American"	"2054-5"	29	34143	84.9
	"< 1 year"	"1"	"Female"	"F"	"2013"	"2013"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"White"	"2106-3"	545	432602	126.0
	"< 1 year"	"1"	"Female"	"F"	"2013"	"2013"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	"Black or African American"	"2054-5"	15	34143	Unreliable
	"< 1 year"	"1"	"Female"	"F"	"2013"	"2013"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	"White"	"2106-3"	150	432602	34.7
	"< 1 year"	"1"	"Female"	"F"	"2013"	"2013"	"External causes of morbidity and mortality"	"V01-Y89"	"White"	"2106-3"	95	432602	22.0
	"< 1 year"	"1"	"Female"	"F"	"2014"	"2014"	"Certain infectious and parasitic diseases"	"A00-B99"	"White"	"2106-3"	45	432533	10.4
	"< 1 year"	"1"	"Female"	"F"	"2014"	"2014"	"Neoplasms"	"C00-D48"	"White"	"2106-3"	11	432533	Unreliable
	"< 1 year"	"1"	"Female"	"F"	"2014"	"2014"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"White"	"2106-3"	17	432533	Unreliable
	"< 1 year"	"1"	"Female"	"F"	"2014"	"2014"	"Diseases of the nervous system"	"G00-G98"	"White"	"2106-3"	15	432533	Unreliable
	"< 1 year"	"1"	"Female"	"F"	"2014"	"2014"	"Diseases of the circulatory system"	"I00-I99"	"White"	"2106-3"	36	432533	8.3
	"< 1 year"	"1"	"Female"	"F"	"2014"	"2014"	"Diseases of the respiratory system"	"J00-J98"	"White"	"2106-3"	37	432533	8.6
	"< 1 year"	"1"	"Female"	"F"	"2014"	"2014"	"Diseases of the digestive system"	"K00-K92"	"White"	"2106-3"	12	432533	Unreliable
	"< 1 year"	"1"	"Female"	"F"	"2014"	"2014"	"Certain conditions originating in the perinatal period"	"P00-P96"	"Asian or Pacific Islander"	"A-PI"	13	11233	Unreliable
	"< 1 year"	"1"	"Female"	"F"	"2014"	"2014"	"Certain conditions originating in the perinatal period"	"P00-P96"	"Black or African American"	"2054-5"	63	34378	183.3
	"< 1 year"	"1"	"Female"	"F"	"2014"	"2014"	"Certain conditions originating in the perinatal period"	"P00-P96"	"White"	"2106-3"	957	432533	221.3
	"< 1 year"	"1"	"Female"	"F"	"2014"	"2014"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"Black or African American"	"2054-5"	19	34378	Unreliable
	"< 1 year"	"1"	"Female"	"F"	"2014"	"2014"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"White"	"2106-3"	591	432533	136.6
	"< 1 year"	"1"	"Female"	"F"	"2014"	"2014"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	"Black or African American"	"2054-5"	11	34378	Unreliable
	"< 1 year"	"1"	"Female"	"F"	"2014"	"2014"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	"White"	"2106-3"	174	432533	40.2
	"< 1 year"	"1"	"Female"	"F"	"2014"	"2014"	"External causes of morbidity and mortality"	"V01-Y89"	"Black or African American"	"2054-5"	10	34378	Unreliable
	"< 1 year"	"1"	"Female"	"F"	"2014"	"2014"	"External causes of morbidity and mortality"	"V01-Y89"	"White"	"2106-3"	78	432533	18.0
	"< 1 year"	"1"	"Female"	"F"	"2015"	"2015"	"Certain infectious and parasitic diseases"	"A00-B99"	"White"	"2106-3"	57	436114	13.1
	"< 1 year"	"1"	"Female"	"F"	"2015"	"2015"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"White"	"2106-3"	14	436114	Unreliable
	"< 1 year"	"1"	"Female"	"F"	"2015"	"2015"	"Diseases of the nervous system"	"G00-G98"	"White"	"2106-3"	26	436114	6.0
	"< 1 year"	"1"	"Female"	"F"	"2015"	"2015"	"Diseases of the circulatory system"	"I00-I99"	"White"	"2106-3"	42	436114	9.6
	"< 1 year"	"1"	"Female"	"F"	"2015"	"2015"	"Diseases of the respiratory system"	"J00-J98"	"White"	"2106-3"	26	436114	6.0
	"< 1 year"	"1"	"Female"	"F"	"2015"	"2015"	"Diseases of the digestive system"	"K00-K92"	"White"	"2106-3"	21	436114	4.8
	"< 1 year"	"1"	"Female"	"F"	"2015"	"2015"	"Certain conditions originating in the perinatal period"	"P00-P96"	"American Indian or Alaska Native"	"1002-5"	10	18653	Unreliable
	"< 1 year"	"1"	"Female"	"F"	"2015"	"2015"	"Certain conditions originating in the perinatal period"	"P00-P96"	"Asian or Pacific Islander"	"A-PI"	16	11240	Unreliable
	"< 1 year"	"1"	"Female"	"F"	"2015"	"2015"	"Certain conditions originating in the perinatal period"	"P00-P96"	"Black or African American"	"2054-5"	64	34690	184.5
	"< 1 year"	"1"	"Female"	"F"	"2015"	"2015"	"Certain conditions originating in the perinatal period"	"P00-P96"	"White"	"2106-3"	990	436114	227.0
	"< 1 year"	"1"	"Female"	"F"	"2015"	"2015"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"Black or African American"	"2054-5"	16	34690	Unreliable
	"< 1 year"	"1"	"Female"	"F"	"2015"	"2015"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"White"	"2106-3"	555	436114	127.3
	"< 1 year"	"1"	"Female"	"F"	"2015"	"2015"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	"Black or African American"	"2054-5"	16	34690	Unreliable
	"< 1 year"	"1"	"Female"	"F"	"2015"	"2015"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	"White"	"2106-3"	164	436114	37.6
	"< 1 year"	"1"	"Female"	"F"	"2015"	"2015"	"External causes of morbidity and mortality"	"V01-Y89"	"Black or African American"	"2054-5"	10	34690	Unreliable
	"< 1 year"	"1"	"Female"	"F"	"2015"	"2015"	"External causes of morbidity and mortality"	"V01-Y89"	"White"	"2106-3"	98	436114	22.5
	"< 1 year"	"1"	"Female"	"F"	"2016"	"2016"	"Certain infectious and parasitic diseases"	"A00-B99"	"White"	"2106-3"	41	437435	9.4
	"< 1 year"	"1"	"Female"	"F"	"2016"	"2016"	"Neoplasms"	"C00-D48"	"White"	"2106-3"	18	437435	Unreliable
	"< 1 year"	"1"	"Female"	"F"	"2016"	"2016"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"White"	"2106-3"	19	437435	Unreliable
	"< 1 year"	"1"	"Female"	"F"	"2016"	"2016"	"Diseases of the nervous system"	"G00-G98"	"White"	"2106-3"	20	437435	4.6
	"< 1 year"	"1"	"Female"	"F"	"2016"	"2016"	"Diseases of the circulatory system"	"I00-I99"	"White"	"2106-3"	41	437435	9.4
	"< 1 year"	"1"	"Female"	"F"	"2016"	"2016"	"Diseases of the respiratory system"	"J00-J98"	"White"	"2106-3"	32	437435	7.3
	"< 1 year"	"1"	"Female"	"F"	"2016"	"2016"	"Diseases of the digestive system"	"K00-K92"	"White"	"2106-3"	15	437435	Unreliable
	"< 1 year"	"1"	"Female"	"F"	"2016"	"2016"	"Diseases of the genitourinary system"	"N00-N98"	"White"	"2106-3"	11	437435	Unreliable
	"< 1 year"	"1"	"Female"	"F"	"2016"	"2016"	"Certain conditions originating in the perinatal period"	"P00-P96"	"Asian or Pacific Islander"	"A-PI"	20	11333	176.5
	"< 1 year"	"1"	"Female"	"F"	"2016"	"2016"	"Certain conditions originating in the perinatal period"	"P00-P96"	"Black or African American"	"2054-5"	81	34484	234.9
	"< 1 year"	"1"	"Female"	"F"	"2016"	"2016"	"Certain conditions originating in the perinatal period"	"P00-P96"	"White"	"2106-3"	953	437435	217.9
	"< 1 year"	"1"	"Female"	"F"	"2016"	"2016"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"Black or African American"	"2054-5"	24	34484	69.6
	"< 1 year"	"1"	"Female"	"F"	"2016"	"2016"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"White"	"2106-3"	553	437435	126.4
	"< 1 year"	"1"	"Female"	"F"	"2016"	"2016"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	"Black or African American"	"2054-5"	14	34484	Unreliable
	"< 1 year"	"1"	"Female"	"F"	"2016"	"2016"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	"White"	"2106-3"	145	437435	33.1
	"< 1 year"	"1"	"Female"	"F"	"2016"	"2016"	"External causes of morbidity and mortality"	"V01-Y89"	"Black or African American"	"2054-5"	12	34484	Unreliable
	"< 1 year"	"1"	"Female"	"F"	"2016"	"2016"	"External causes of morbidity and mortality"	"V01-Y89"	"White"	"2106-3"	94	437435	21.5
	"< 1 year"	"1"	"Female"	"F"	"2017"	"2017"	"Certain infectious and parasitic diseases"	"A00-B99"	"White"	"2106-3"	46	440323	10.4
	"< 1 year"	"1"	"Female"	"F"	"2017"	"2017"	"Neoplasms"	"C00-D48"	"White"	"2106-3"	15	440323	Unreliable
	"< 1 year"	"1"	"Female"	"F"	"2017"	"2017"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"White"	"2106-3"	16	440323	Unreliable
	"< 1 year"	"1"	"Female"	"F"	"2017"	"2017"	"Diseases of the nervous system"	"G00-G98"	"White"	"2106-3"	26	440323	5.9
	"< 1 year"	"1"	"Female"	"F"	"2017"	"2017"	"Diseases of the circulatory system"	"I00-I99"	"White"	"2106-3"	27	440323	6.1
	"< 1 year"	"1"	"Female"	"F"	"2017"	"2017"	"Diseases of the respiratory system"	"J00-J98"	"White"	"2106-3"	27	440323	6.1
	"< 1 year"	"1"	"Female"	"F"	"2017"	"2017"	"Diseases of the digestive system"	"K00-K92"	"White"	"2106-3"	13	440323	Unreliable
	"< 1 year"	"1"	"Female"	"F"	"2017"	"2017"	"Diseases of the genitourinary system"	"N00-N98"	"White"	"2106-3"	11	440323	Unreliable
	"< 1 year"	"1"	"Female"	"F"	"2017"	"2017"	"Certain conditions originating in the perinatal period"	"P00-P96"	"Asian or Pacific Islander"	"A-PI"	15	11458	Unreliable
	"< 1 year"	"1"	"Female"	"F"	"2017"	"2017"	"Certain conditions originating in the perinatal period"	"P00-P96"	"Black or African American"	"2054-5"	60	34142	175.7
	"< 1 year"	"1"	"Female"	"F"	"2017"	"2017"	"Certain conditions originating in the perinatal period"	"P00-P96"	"White"	"2106-3"	969	440323	220.1
	"< 1 year"	"1"	"Female"	"F"	"2017"	"2017"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"Black or African American"	"2054-5"	17	34142	Unreliable
	"< 1 year"	"1"	"Female"	"F"	"2017"	"2017"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"White"	"2106-3"	585	440323	132.9
	"< 1 year"	"1"	"Female"	"F"	"2017"	"2017"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	"Black or African American"	"2054-5"	16	34142	Unreliable
	"< 1 year"	"1"	"Female"	"F"	"2017"	"2017"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	"White"	"2106-3"	150	440323	34.1
	"< 1 year"	"1"	"Female"	"F"	"2017"	"2017"	"External causes of morbidity and mortality"	"V01-Y89"	"Black or African American"	"2054-5"	17	34142	Unreliable
	"< 1 year"	"1"	"Female"	"F"	"2017"	"2017"	"External causes of morbidity and mortality"	"V01-Y89"	"White"	"2106-3"	98	440323	22.3
	"< 1 year"	"1"	"Female"	"F"	"2018"	"2018"	"Certain infectious and parasitic diseases"	"A00-B99"	"White"	"2106-3"	39	430446	9.1
	"< 1 year"	"1"	"Female"	"F"	"2018"	"2018"	"Neoplasms"	"C00-D48"	"White"	"2106-3"	11	430446	Unreliable
	"< 1 year"	"1"	"Female"	"F"	"2018"	"2018"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"White"	"2106-3"	11	430446	Unreliable
	"< 1 year"	"1"	"Female"	"F"	"2018"	"2018"	"Diseases of the nervous system"	"G00-G98"	"White"	"2106-3"	19	430446	Unreliable
	"< 1 year"	"1"	"Female"	"F"	"2018"	"2018"	"Diseases of the circulatory system"	"I00-I99"	"White"	"2106-3"	43	430446	10.0
	"< 1 year"	"1"	"Female"	"F"	"2018"	"2018"	"Diseases of the respiratory system"	"J00-J98"	"White"	"2106-3"	26	430446	6.0
	"< 1 year"	"1"	"Female"	"F"	"2018"	"2018"	"Diseases of the digestive system"	"K00-K92"	"White"	"2106-3"	19	430446	Unreliable
	"< 1 year"	"1"	"Female"	"F"	"2018"	"2018"	"Certain conditions originating in the perinatal period"	"P00-P96"	"American Indian or Alaska Native"	"1002-5"	11	17842	Unreliable
	"< 1 year"	"1"	"Female"	"F"	"2018"	"2018"	"Certain conditions originating in the perinatal period"	"P00-P96"	"Asian or Pacific Islander"	"A-PI"	19	11217	Unreliable
	"< 1 year"	"1"	"Female"	"F"	"2018"	"2018"	"Certain conditions originating in the perinatal period"	"P00-P96"	"Black or African American"	"2054-5"	71	33395	212.6
	"< 1 year"	"1"	"Female"	"F"	"2018"	"2018"	"Certain conditions originating in the perinatal period"	"P00-P96"	"White"	"2106-3"	880	430446	204.4
	"< 1 year"	"1"	"Female"	"F"	"2018"	"2018"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"Black or African American"	"2054-5"	21	33395	62.9
	"< 1 year"	"1"	"Female"	"F"	"2018"	"2018"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"White"	"2106-3"	479	430446	111.3
	"< 1 year"	"1"	"Female"	"F"	"2018"	"2018"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	"Black or African American"	"2054-5"	23	33395	68.9
	"< 1 year"	"1"	"Female"	"F"	"2018"	"2018"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	"White"	"2106-3"	144	430446	33.5
	"< 1 year"	"1"	"Female"	"F"	"2018"	"2018"	"External causes of morbidity and mortality"	"V01-Y89"	"Black or African American"	"2054-5"	17	33395	Unreliable
	"< 1 year"	"1"	"Female"	"F"	"2018"	"2018"	"External causes of morbidity and mortality"	"V01-Y89"	"White"	"2106-3"	94	430446	21.8
	"< 1 year"	"1"	"Female"	"F"	"2019"	"2019"	"Certain infectious and parasitic diseases"	"A00-B99"	"White"	"2106-3"	59	422802	14.0
	"< 1 year"	"1"	"Female"	"F"	"2019"	"2019"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"White"	"2106-3"	11	422802	Unreliable
	"< 1 year"	"1"	"Female"	"F"	"2019"	"2019"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"White"	"2106-3"	16	422802	Unreliable
	"< 1 year"	"1"	"Female"	"F"	"2019"	"2019"	"Diseases of the nervous system"	"G00-G98"	"White"	"2106-3"	26	422802	6.1
	"< 1 year"	"1"	"Female"	"F"	"2019"	"2019"	"Diseases of the circulatory system"	"I00-I99"	"White"	"2106-3"	35	422802	8.3
	"< 1 year"	"1"	"Female"	"F"	"2019"	"2019"	"Diseases of the respiratory system"	"J00-J98"	"White"	"2106-3"	24	422802	5.7
	"< 1 year"	"1"	"Female"	"F"	"2019"	"2019"	"Certain conditions originating in the perinatal period"	"P00-P96"	"American Indian or Alaska Native"	"1002-5"	10	17362	Unreliable
	"< 1 year"	"1"	"Female"	"F"	"2019"	"2019"	"Certain conditions originating in the perinatal period"	"P00-P96"	"Asian or Pacific Islander"	"A-PI"	11	9871	Unreliable
	"< 1 year"	"1"	"Female"	"F"	"2019"	"2019"	"Certain conditions originating in the perinatal period"	"P00-P96"	"Black or African American"	"2054-5"	52	31050	167.5
